Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Ungrouped
899463,134843099,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1021,300,-21.5826,85.2528,400.4438,-0.03507,0.23099,0.97232,-0.05626,0.24442,0.96804,31.14,-20.58,-34.08,-33.51,-21.42,-32.47,4.631,4.309,4.47,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
909454,134853090,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1018,305,-19.5265,79.69,381.7916,-0.04272,0.2447,0.96866,-0.04239,0.22624,0.97315,31.12,-20.9,-33.95,-33.76,-21.1,-32.71,4.656,4.324,4.49,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
919478,134863114,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1016,301,-20.7687,88.5622,417.7378,-0.03463,0.22959,0.97267,-0.04975,0.24222,0.96895,31.15,-20.6,-34.07,-33.5,-21.44,-32.45,4.625,4.329,4.484,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
929467,134873103,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1015,293,-26.3283,119.6972,546.7545,-0.04422,0.24604,0.96825,-0.03945,0.22488,0.97359,31.12,-20.91,-33.95,-33.76,-21.11,-32.7,4.668,4.334,4.493,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
939207,134882843,,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),SyncPortOutLow,,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
939459,134883095,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1015,291,-29.7441,137.3296,620.4699,-0.03516,0.22945,0.97268,-0.04973,0.24103,0.96924,31.15,-20.61,-34.06,-33.5,-21.46,-32.42,4.638,4.33,4.495,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
949454,134893090,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1015,287,-33.8531,157.5131,702.4619,-0.04606,0.24622,0.96812,-0.03978,0.22491,0.97357,31.13,-20.95,-33.91,-33.76,-21.13,-32.68,4.687,4.34,4.504,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
959446,134903082,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1015,293,-28.262,127.2993,579.461,-0.03146,0.22861,0.97301,-0.0544,0.24159,0.96885,31.14,-20.64,-34.04,-33.51,-21.46,-32.45,4.657,4.344,4.511,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
969431,134913067,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1017,316,-16.3616,64.1561,321.7504,-0.04238,0.24289,0.96913,-0.03988,0.22326,0.97394,31.13,-21,-33.91,-33.76,-21.14,-32.73,4.738,4.352,4.511,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
979427,134923063,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,4.484,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,10,2,,,
989417,134933053,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1012,357,-15.3607,53.1493,326.0453,-0.04073,0.22267,0.97404,-0.03575,0.18075,0.98288,31.11,-20.93,-34.11,-33.7,-20.92,-33.29,4.624,4.271,4.447,Valid,Valid,fullstream.mp4,1920,1080,Saccade,30,5,,,
999413,134943049,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,852,510,17.8465,4.9582,201.1101,-0.05724,0.1071,0.9926,,,,31.19,-20.51,-34.55,,,,4.241,,4.241,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,30,5,,,
1009398,134953034,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,759,620,34.2215,-15.1817,204.6514,0.01393,0.02284,0.99964,,,,31.13,-20.61,-34.71,,,,3.991,,3.991,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,30,5,,,
1019391,134963027,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.982,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1029386,134973022,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.973,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1039408,134983044,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.964,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1049398,134993034,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.955,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1059388,135003024,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.946,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1069380,135013016,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.936,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,3,,,
1079377,135023013,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,840,698,19.0278,-28.3796,202.4388,-0.05245,-0.03393,0.99805,,,,31.25,-20.36,-34.74,,,,3.927,,3.927,Valid,Invalid,fullstream.mp4,1920,1080,Unclassified,20,3,,,
1089362,135032998,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,800,693,26.2793,-27.8041,203.4635,-0.02017,-0.03023,0.99934,,,,31.18,-20.58,-34.74,,,,3.909,,3.927,Valid,Invalid,fullstream.mp4,1920,1080,Unclassified,20,3,,,
1099357,135042993,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,800,695,26.206,-28.2379,203.4685,-0.02166,-0.03305,0.99922,,,,31.27,-20.38,-34.7,,,,3.895,,3.927,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,20,6,,,
1109347,135052983,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,996,598,-8.8593,-10.9861,225.0589,-0.03524,0.01081,0.99932,-0.02355,0.06393,0.99768,31.21,-20.65,-34.66,-33.71,-20.76,-33.4,4.12,4.304,4.186,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,6,,,
1119341,135062977,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,910,572,8.4555,-6.6591,231.0461,0.05609,0.0371,0.99774,0.01837,0.06973,0.9974,31.29,-20.48,-34.62,-33.59,-21.04,-33.37,4.067,3.955,4.057,Valid,Valid,fullstream.mp4,1920,1080,Unclassified,10,4,,,
1129331,135072967,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,858,592,15.0086,-8.7203,184.7697,-0.07472,0.05418,0.99573,,,,31.23,-20.74,-34.6,,,,4.283,,4.158,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,20,7,,,
1139321,135082957,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1033,507,-24.3968,11.0547,351.9059,,,,0.02424,0.08368,0.9962,,,,-33.51,-21.19,-33.29,,4.033,4.198,Invalid,Valid,fullstream.mp4,1920,1080,Saccade,20,7,,,
1149316,135092952,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1016,495,-40.9874,31.244,754.1653,-0.05652,0.08028,0.99517,-0.04444,0.05127,0.9977,31.22,-20.88,-34.58,-33.6,-20.93,-33.34,4.443,4.28,4.328,Valid,Valid,fullstream.mp4,1920,1080,Unclassified,10,5,,,
1159309,135102945,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,999,458,-57.6789,111.346,1497.8408,,,,-0.01571,0.08626,0.99615,,,,-33.5,-21.16,-33.26,,4.214,4.382,Invalid,Valid,fullstream.mp4,1920,1080,Saccade,20,8,,,
1169325,135112961,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,975,421,-50.1486,320.4485,3018.4644,-0.02187,0.11631,0.99297,-0.01001,0.10595,0.99432,31.23,-20.95,-34.56,-33.59,-20.96,-33.3,4.527,4.303,4.399,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,8,,,
1179321,135122957,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,964,407,-19.8503,358.509,3045.2344,0.00204,0.13671,0.99061,-0.01416,0.10789,0.99406,31.36,-20.68,-34.58,-33.48,-21.22,-33.2,4.496,4.312,4.419,Valid,Valid,fullstream.mp4,1920,1080,Unclassified,20,6,,,
1189312,135132948,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,961,397,-8.3135,258.4651,2039.6259,-0.00474,0.13778,0.99045,-0.00208,0.12924,0.99161,31.28,-20.88,-34.57,-33.58,-20.99,-33.28,4.593,4.366,4.456,Valid,Valid,fullstream.mp4,1920,1080,Unclassified,20,6,,,
1199308,135142944,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,963,373,-7.2617,244.8952,1656.8009,0.00995,0.16457,0.98632,-0.01724,0.14614,0.98911,31.38,-20.66,-34.58,-33.49,-21.24,-33.21,4.562,4.35,4.48,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,9,,,
1209292,135152928,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,966,326,-11.3092,345.6599,1827.2104,0.00046,0.20273,0.97923,-0.01117,0.18395,0.98287,31.35,-21.03,-34.23,-33.62,-21.15,-32.98,4.732,4.458,4.551,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,9,,,
1219285,135162921,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,962,322,-5.1257,351.9143,1826.4628,0.01877,0.19635,0.98035,-0.02307,0.19682,0.98017,31.34,-20.8,-34.21,-33.45,-21.38,-32.87,4.717,4.392,4.554,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1229281,135172917,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,959,323,0.1632,350.7585,1826.8816,0.003,0.20223,0.97933,-0.00163,0.18989,0.9818,31.36,-21.13,-33.98,-33.62,-21.27,-32.75,4.71,4.391,4.554,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1239271,135182907,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,959,319,0.385,355.6764,1826.1602,0.01333,0.19184,0.98134,-0.01184,0.2054,0.97861,31.33,-20.87,-34.02,-33.42,-21.52,-32.59,4.729,4.355,4.545,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1249261,135192897,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,961,320,-2.6937,354.4608,1826.5953,-0.00031,0.20132,0.97953,-0.00132,0.19469,0.98086,31.35,-21.16,-33.93,-33.61,-21.34,-32.61,4.715,4.355,4.542,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1259253,135202889,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,961,320,-3.1901,355.134,1826.5963,0.01345,0.19114,0.98147,-0.01573,0.20548,0.97854,31.33,-20.88,-33.99,-33.41,-21.53,-32.55,4.723,4.373,4.542,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1269245,135212881,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,318,-1.4457,357.989,1826.1439,0.00129,0.20611,0.97853,-0.00161,0.19356,0.98109,31.34,-21.15,-33.95,-33.61,-21.36,-32.58,4.735,4.36,4.544,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1279241,135222877,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,320,-1.6073,354.7118,1826.9828,0.01401,0.19239,0.98122,-0.01461,0.20374,0.97892,31.32,-20.88,-33.98,-33.4,-21.54,-32.54,4.719,4.384,4.544,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1289226,135232862,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,323,-2.0808,350.1031,1828.0796,0.00162,0.19954,0.97989,-0.00261,0.19177,0.98144,31.35,-21.17,-33.89,-33.61,-21.37,-32.56,4.718,4.369,4.543,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1299222,135242858,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,961,324,-3.5067,348.6129,1828.5127,0.00972,0.18439,0.9828,-0.01236,0.20522,0.97864,31.39,-20.82,-34.08,-33.4,-21.58,-32.49,4.712,4.367,4.541,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1309242,135252878,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,962,323,-4.0967,350.9417,1828.2042,0.00076,0.1976,0.98028,-0.00388,0.19452,0.98089,31.36,-21.13,-33.96,-33.6,-21.37,-32.57,4.713,4.372,4.539,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1319236,135262872,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,959,319,0.4316,356.3718,1827.2897,0.01092,0.18856,0.982,-0.00942,0.20916,0.97784,31.4,-20.8,-34.11,-33.41,-21.58,-32.49,4.71,4.339,4.531,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1329225,135272861,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,956,319,5.0765,356.9189,1827.3674,0.00614,0.2032,0.97912,0.0004,0.19516,0.98077,31.37,-21.14,-33.95,-33.62,-21.4,-32.53,4.712,4.351,4.531,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1339216,135282852,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,956,320,5.4312,354.8157,1828.0286,0.01158,0.1897,0.98177,-0.00482,0.20633,0.97847,31.4,-20.81,-34.1,-33.4,-21.62,-32.43,4.713,4.318,4.524,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1349212,135292848,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,955,320,6.0361,354.6727,1828.2773,0.00485,0.20017,0.97975,0.0027,0.19575,0.98065,31.37,-21.15,-33.92,-33.62,-21.43,-32.49,4.706,4.358,4.531,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1359203,135302839,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,955,319,6.0996,356.2945,1828.1492,0.01015,0.18801,0.98211,-0.00269,0.20951,0.9778,31.4,-20.82,-34.09,-33.4,-21.63,-32.41,4.707,4.335,4.529,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1369190,135312826,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,957,319,2.7769,356.5681,1828.3094,0.0026,0.19914,0.97997,0.00152,0.19871,0.98006,31.37,-21.16,-33.91,-33.62,-21.44,-32.48,4.716,4.365,4.534,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1379185,135322821,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,958,318,1.4771,357.6209,1828.2897,0.00877,0.18802,0.98213,-0.00617,0.21082,0.97751,31.4,-20.83,-34.07,-33.4,-21.64,-32.39,4.711,4.346,4.533,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1389175,135332811,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,958,318,2.2627,358.2203,1828.3654,0.00235,0.19903,0.97999,0.00122,0.20049,0.97969,31.37,-21.17,-33.9,-33.61,-21.45,-32.46,4.72,4.367,4.54,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1399172,135342808,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,957,318,2.7997,358.4774,1828.5184,0.00832,0.1891,0.98192,-0.00433,0.21057,0.97757,31.39,-20.83,-34.06,-33.4,-21.65,-32.39,4.713,4.354,4.54,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1409157,135352793,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,957,319,3.1922,333.3667,1712.8623,0.00273,0.19994,0.9798,0.00213,0.19817,0.98017,31.36,-21.16,-33.91,-33.62,-21.45,-32.46,4.724,4.371,4.544,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1419179,135362815,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,958,319,1.2068,365.4904,1874.9257,0.0069,0.18924,0.98191,-0.00464,0.20803,0.97811,31.39,-20.84,-34.06,-33.4,-21.65,-32.38,4.714,4.368,4.543,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1429175,135372811,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,959,317,-0.4392,459.2395,2337.1597,0.00005,0.20035,0.97972,0.00053,0.19701,0.9804,31.36,-21.16,-33.91,-33.61,-21.46,-32.45,4.739,4.381,4.552,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1439167,135382803,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,314,-1.3822,576.7645,2895.0042,0.00543,0.19115,0.98155,-0.0057,0.20904,0.97789,31.38,-20.84,-34.05,-33.4,-21.66,-32.38,4.716,4.396,4.557,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1439207,135382843,,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),SyncPortOutHigh,,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1449156,135392792,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,961,312,-4.7521,780.6232,3884.9937,-0.00222,0.2034,0.97909,0.00042,0.19761,0.98028,31.35,-21.15,-33.92,-33.61,-21.46,-32.44,4.751,4.387,4.567,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1459147,135402783,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,317,-1.7417,785.2281,3986.377,0.00706,0.18903,0.98195,-0.00742,0.20439,0.97886,31.38,-20.84,-34.05,-33.39,-21.66,-32.37,4.727,4.405,4.569,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1469139,135412775,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,360,-0.5831,58.3941,366.5643,0.00079,0.20182,0.97942,0.002,0.18901,0.98197,31.35,-21.15,-33.94,-33.61,-21.47,-32.44,4.755,4.403,4.577,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1479135,135422771,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,939,251,-2.36,-31.154,-122.4955,0.04029,-0.17676,-0.98343,-0.06744,-0.05372,-0.99628,31.37,-20.83,-34.07,-33.39,-21.66,-32.38,4.737,4.4,4.571,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1489120,135432756,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,956,290,2.0521,148.6938,675.7825,0.00138,0.244,0.96977,0.00745,0.22262,0.97488,31.34,-21.15,-33.96,-33.6,-21.46,-32.47,4.765,4.41,4.574,Valid,Valid,fullstream.mp4,1920,1080,Fixation,280,4,959,317,
1499115,135442751,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,967,333,-14.2476,362.4543,1981.0663,0.01223,0.16564,0.98611,-0.02505,0.20834,0.97774,31.32,-20.83,-34.2,-33.48,-21.43,-33.02,4.671,4.559,4.583,Valid,Valid,fullstream.mp4,1920,1080,Saccade,30,10,,,
1509106,135452742,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,960,408,-33.3491,1310.2678,11223.1934,-0.0032,0.11649,0.99319,-0.00247,0.11839,0.99296,31.3,-21.12,-34.1,-33.62,-21.3,-32.86,4.705,4.462,4.566,Valid,Valid,fullstream.mp4,1920,1080,Saccade,30,10,,,
1519100,135462736,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,953,468,30.1383,1122.3755,17641.2012,-0.00007,0.06455,0.99791,,,,31.32,-20.62,-34.61,,,,3.895,,3.919,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,30,10,,,
1529089,135472725,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.919,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,4,,,
1539109,135482745,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.919,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,4,,,
1549104,135492740,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,3.931,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,60,4,,,
