Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Ungrouped
39726879,173670515,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,931,211,28.1671,300.3357,1039.2415,0.03204,0.28978,0.95656,0.02036,0.28188,0.95923,31.27,-19.84,-34.84,-33.6,-20.03,-33.04,5.501,5.109,5.269,Valid,Valid,fullstream.mp4,1920,1080,Fixation,480,82,928,234,
39736871,173680507,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,214,10.0463,298.7089,1040.4053,0.03459,0.27405,0.96109,-0.01464,0.29448,0.95554,31.13,-19.57,-34.89,-33.43,-20.27,-32.98,5.362,5.017,5.25,Valid,Valid,fullstream.mp4,1920,1080,Saccade,40,122,,,
39746860,173690496,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,226,-72.2374,289.4107,1039.6525,-0.02226,0.28658,0.9578,-0.10405,0.26557,0.95846,30.97,-19.93,-34.78,-33.82,-20.06,-33.17,5.54,4.872,5.247,Valid,Valid,fullstream.mp4,1920,1080,Saccade,40,122,,,
39756851,173700487,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1117,262,-142.6071,259.2437,1041.1809,-0.07609,0.24467,0.96662,-0.17572,0.25357,0.95122,30.69,-19.67,-34.88,-33.66,-20.4,-33.04,5.482,4.964,5.238,Valid,Valid,fullstream.mp4,1920,1080,Saccade,40,122,,,
39766843,173710479,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1148,287,-171.9864,237.6464,1041.4956,-0.13805,0.24477,0.9597,-0.16607,0.2157,0.96223,30.5,-19.95,-34.84,-34.12,-20.16,-33.29,5.552,4.993,5.267,Valid,Valid,fullstream.mp4,1920,1080,Saccade,40,122,,,
39776839,173720475,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1161,287,-183.1165,237.0007,1038.9303,-0.10862,0.21695,0.97012,-0.21535,0.24219,0.94603,30.42,-19.67,-34.97,-33.87,-20.49,-33.1,5.474,5.142,5.294,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39786824,173730460,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,289,-181.8643,235.2429,1039.1163,-0.1448,0.23713,0.96063,-0.17711,0.21961,0.95938,30.37,-19.95,-34.89,-34.22,-20.2,-33.32,5.568,5.086,5.319,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39796819,173740455,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1152,293,-175.6781,231.7995,1040.7952,-0.11173,0.2124,0.97078,-0.19908,0.23786,0.95068,30.37,-19.66,-35,-34.01,-20.46,-33.2,5.502,5.148,5.322,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39806812,173750448,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1154,295,-177.2445,230.0205,1040.7144,-0.14516,0.23151,0.96194,-0.16852,0.21604,0.96173,30.35,-19.94,-34.91,-34.28,-20.19,-33.36,5.569,5.084,5.327,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39816834,173760470,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1157,294,-180.0102,230.3472,1039.8721,-0.11326,0.20883,0.97137,-0.20543,0.23901,0.94904,30.37,-19.66,-35,-33.97,-20.49,-33.15,5.485,5.156,5.324,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39826823,173770459,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1158,294,-180.7956,230.8303,1039.3092,-0.146,0.2304,0.96208,-0.17423,0.21885,0.96008,30.34,-19.94,-34.91,-34.26,-20.2,-33.34,5.569,5.08,5.327,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39836814,173780450,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1159,294,-181.4161,230.9182,1038.8405,-0.11406,0.20873,0.9713,-0.20733,0.2404,0.94827,30.37,-19.67,-34.98,-33.95,-20.5,-33.13,5.495,5.146,5.315,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39846810,173790446,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,294,-181.9053,230.2207,1038.5879,-0.1463,0.23084,0.96193,-0.17611,0.21757,0.96003,30.34,-19.94,-34.9,-34.26,-20.2,-33.32,5.579,5.061,5.325,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39856802,173800438,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,294,-182.2994,230.4323,1038.1477,-0.11577,0.20832,0.97119,-0.2074,0.24023,0.9483,30.37,-19.67,-34.98,-33.94,-20.5,-33.11,5.489,5.135,5.312,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39866788,173810424,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,293,-182.4189,231.5142,1037.567,-0.1468,0.2308,0.96186,-0.17669,0.22018,0.95932,30.33,-19.93,-34.91,-34.26,-20.21,-33.31,5.587,5.059,5.32,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39876782,173820418,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,294,-182.2218,230.3827,1037.6003,-0.11714,0.20796,0.9711,-0.20607,0.24076,0.94846,30.37,-19.67,-34.98,-33.94,-20.51,-33.09,5.496,5.128,5.304,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39886773,173830409,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,296,-182.5276,228.0986,1037.8234,-0.14814,0.22858,0.96219,-0.17571,0.21648,0.96035,30.33,-19.93,-34.9,-34.26,-20.22,-33.3,5.583,5.041,5.321,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39896771,173840407,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1161,296,-183.0246,228.098,1037.4788,-0.11849,0.206,0.97135,-0.20634,0.23886,0.94888,30.37,-19.67,-34.96,-33.92,-20.52,-33.06,5.482,5.111,5.299,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39906755,173850391,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1161,296,-182.9842,228.4975,1037.137,-0.1487,0.22902,0.962,-0.17612,0.21698,0.96016,30.34,-19.94,-34.89,-34.25,-20.22,-33.28,5.585,5.035,5.312,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39916747,173860383,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,296,-182.4087,228.0077,1037.0989,-0.11835,0.20602,0.97136,-0.20553,0.23888,0.94905,30.37,-19.67,-34.96,-33.91,-20.52,-33.04,5.494,5.102,5.296,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39926742,173870378,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,298,-182.1384,226.9125,1037.1724,-0.14906,0.22747,0.96231,-0.17438,0.21587,0.96072,30.34,-19.94,-34.89,-34.25,-20.23,-33.27,5.583,5.033,5.306,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39936735,173880371,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1160,298,-182.0155,226.414,1037.0948,-0.1194,0.20508,0.97144,-0.20393,0.23716,0.94983,30.37,-19.67,-34.96,-33.91,-20.53,-33.03,5.476,5.099,5.29,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39946724,173890360,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1158,300,-180.1316,225.1152,1037.5867,-0.15003,0.22707,0.96225,-0.16991,0.21319,0.96212,30.34,-19.94,-34.89,-34.25,-20.23,-33.27,5.572,5.041,5.273,Valid,Valid,fullstream.mp4,1920,1080,Fixation,180,83,1159,295,
39956746,173900382,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1155,304,-177.6616,221.496,1039.1339,-0.12392,0.20588,0.9707,-0.1916,0.22756,0.95473,30.37,-19.67,-34.95,-34.03,-20.45,-33.19,5.476,5.085,5.259,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
39966738,173910374,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,886,270,-103.2768,-372.3678,-1575.1428,-0.06172,-0.21315,-0.97507,-0.06498,-0.23148,-0.97067,30.46,-19.95,-34.92,-34.18,-20.16,-33.36,5.504,4.963,5.22,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
39976734,173920370,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1080,303,-455.4755,918.6167,4325.8979,-0.0939,0.21031,0.97312,-0.10868,0.20847,0.97197,30.82,-19.59,-35.24,-33.77,-20.44,-33.19,5.322,4.843,5.147,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
39986718,173930354,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,980,287,-492.837,6267.8853,28033.5352,-0.0182,0.21848,0.97567,-0.01597,0.21867,0.97567,31.04,-19.94,-35.16,-33.72,-20.23,-33.22,5.451,4.842,5.098,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
39996714,173940350,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,906,281,1677.8878,7995.6318,35239.6406,0.08146,0.21693,0.97278,0.0112,0.22549,0.97418,31.25,-19.82,-35.06,-33.24,-20.37,-33.21,5.353,4.781,5.082,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
40006705,173950341,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,815,280,4021.1819,7118.1826,31603.2695,0.13607,0.21593,0.96688,0.11005,0.22088,0.96907,31.5,-20.17,-35,-33.16,-20.14,-33.25,5.278,4.889,5.108,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
40016701,173960337,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,772,282,5191.5776,6979.0576,31442.7207,0.19139,0.21279,0.95817,0.12638,0.21557,0.96828,31.58,-19.91,-35.04,-32.83,-20.26,-33.32,5.297,4.953,5.14,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,123,,,
40026687,173970323,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,757,281,5573.8799,6982.4663,31361.4766,0.17798,0.2243,0.95813,0.1635,0.20466,0.96508,31.68,-20.2,-34.99,-32.91,-20.12,-33.25,5.327,5.025,5.176,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40036678,173980314,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,754,279,5644.6421,7030.6655,31324.3711,0.20475,0.2194,0.95391,0.14104,0.2125,0.96693,31.65,-19.94,-35,-32.73,-20.26,-33.31,5.338,5.028,5.182,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40046673,173990309,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,753,280,5688.4717,6993.8975,31311.8594,0.18451,0.2289,0.9558,0.16424,0.20106,0.96571,31.73,-20.22,-34.97,-32.87,-20.11,-33.27,5.338,5.042,5.183,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40056666,174000302,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,750,281,5748.3335,6959.7002,31294.6797,0.20908,0.22196,0.95238,0.14331,0.2059,0.96802,31.66,-19.96,-34.97,-32.71,-20.27,-33.3,5.352,5.011,5.186,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40066654,174010290,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,749,280,5771.584,6980.8418,31272.5723,0.18821,0.23034,0.95474,0.1659,0.19914,0.96583,31.74,-20.23,-34.95,-32.86,-20.11,-33.26,5.344,5.04,5.187,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40076678,174020314,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,750,280,5760.2266,6977.3218,31262.1758,0.20851,0.22337,0.95217,0.1449,0.20591,0.96778,31.67,-19.96,-34.97,-32.7,-20.27,-33.28,5.348,5.014,5.181,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40086668,174030304,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,751,281,5735.561,6960.6377,31257.0586,0.18708,0.23053,0.95491,0.16509,0.19805,0.96619,31.75,-20.23,-34.95,-32.86,-20.12,-33.25,5.34,5.03,5.185,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40096664,174040300,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,751,281,5732.2876,6956.1484,31246.0078,0.20753,0.2217,0.95277,0.14444,0.20662,0.9677,31.68,-19.96,-34.97,-32.7,-20.28,-33.27,5.348,5.006,5.181,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40106650,174050286,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,750,281,5735.7427,6960.2949,31232.3496,0.18693,0.22909,0.95529,0.16552,0.1998,0.96576,31.75,-20.23,-34.94,-32.86,-20.12,-33.24,5.333,5.025,5.177,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40116645,174060281,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,751,280,5727.584,6967.5327,31220.625,0.20661,0.22188,0.95294,0.14533,0.20746,0.96739,31.69,-19.96,-34.95,-32.7,-20.29,-33.25,5.349,5.004,5.174,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40126636,174070272,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,751,280,5723.5303,6958.9878,31212.1133,0.1867,0.22733,0.95575,0.16524,0.20177,0.96539,31.76,-20.23,-34.93,-32.86,-20.12,-33.23,5.318,5.015,5.169,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40136628,174080264,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,750,282,5738.6738,6924.7803,31206.3105,0.20624,0.21979,0.9535,0.14662,0.20721,0.96725,31.7,-19.96,-34.94,-32.7,-20.29,-33.23,5.341,4.987,5.166,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40146617,174090253,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,750,282,5725.4443,6925.396,31198.582,0.18629,0.22538,0.95629,0.16599,0.20193,0.96523,31.76,-20.23,-34.92,-32.86,-20.13,-33.21,5.311,5.002,5.153,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40156609,174100245,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,751,281,5697.8218,6948.7715,31188.6738,0.20453,0.21936,0.95396,0.14603,0.20937,0.96687,31.7,-19.95,-34.94,-32.7,-20.3,-33.22,5.329,4.987,5.155,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40166605,174110241,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,752,282,5681.7793,6910.1958,31189.8184,0.18544,0.22509,0.95653,0.16437,0.20154,0.96559,31.77,-20.23,-34.92,-32.86,-20.13,-33.21,5.3,4.988,5.149,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40176628,174120264,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,752,284,5691.7852,6856.4014,31189.3848,0.20488,0.21674,0.95449,0.14552,0.20657,0.96755,31.7,-19.95,-34.94,-32.7,-20.3,-33.21,5.323,4.979,5.147,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40186612,174130248,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,752,284,5687.8711,6853.5547,31180.7266,0.18563,0.22407,0.95673,0.16476,0.19933,0.96598,31.77,-20.22,-34.91,-32.86,-20.13,-33.21,5.295,4.981,5.141,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40196608,174140244,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,752,284,5670.6846,6855.2163,31173.3867,0.2035,0.21782,0.95454,0.14582,0.20568,0.9677,31.71,-19.95,-34.93,-32.7,-20.3,-33.2,5.311,4.983,5.141,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40206599,174150235,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,753,285,5651.0015,6823.2529,31173.2402,0.18443,0.22519,0.9567,0.16389,0.19658,0.96669,31.77,-20.22,-34.91,-32.86,-20.12,-33.21,5.292,4.972,5.135,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40216595,174160231,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,753,287,5645.3066,6765.8999,31175.2637,0.20334,0.21672,0.95482,0.14463,0.20154,0.96874,31.71,-19.94,-34.93,-32.7,-20.29,-33.2,5.302,4.975,5.135,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40226582,174170218,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,754,288,5614.9116,6737.7529,31174.8418,0.18367,0.22586,0.95669,0.16265,0.19092,0.96804,31.78,-20.22,-34.91,-32.87,-20.12,-33.22,5.29,4.965,5.132,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40236572,174180208,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,755,289,5594.877,6725.8901,31168.8477,0.20162,0.21768,0.95497,0.14349,0.1984,0.96956,31.71,-19.94,-34.93,-32.7,-20.29,-33.21,5.294,4.982,5.135,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40246568,174190204,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,754,289,5610.3286,6711.938,31156.3398,0.18382,0.22625,0.95657,0.16247,0.18923,0.9684,31.78,-20.22,-34.91,-32.87,-20.11,-33.22,5.287,4.966,5.131,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40256560,174200196,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,754,290,5621.0757,6679.7441,31148.1113,0.20256,0.21766,0.95477,0.14442,0.1959,0.96993,31.71,-19.94,-34.93,-32.7,-20.28,-33.21,5.295,4.991,5.135,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40266549,174210185,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,755,291,5594.7168,6665.0854,31143.7051,0.18295,0.22574,0.95685,0.16264,0.18715,0.96877,31.78,-20.21,-34.91,-32.86,-20.1,-33.23,5.286,4.972,5.139,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40276540,174220176,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,753,292,5634.0571,6620.707,31137.5566,0.20169,0.21341,0.95592,0.14634,0.19678,0.96947,31.71,-20,-34.88,-32.69,-20.27,-33.24,5.288,5.001,5.14,Valid,Valid,fullstream.mp4,1920,1080,Fixation,260,84,752,284,
40286532,174230168,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,726,311,6359.0596,6091.6118,31092.8086,0.2024,0.20385,0.95785,0.19069,0.17392,0.96612,31.86,-20.34,-34.89,-32.75,-20.16,-33.23,5.235,5.002,5.129,Valid,Valid,fullstream.mp4,1920,1080,Saccade,10,124,,,
40296528,174240164,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,702,324,6958.4209,5700.8374,31029.6348,0.24339,0.19025,0.95109,0.18667,0.16334,0.96875,31.82,-20.1,-34.97,-32.55,-20.31,-33.33,5.297,4.966,5.124,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40306543,174250179,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,698,328,7082.167,5584.7002,31008.0605,0.22754,0.19364,0.95432,0.21051,0.15301,0.96554,31.92,-20.37,-34.97,-32.68,-20.2,-33.25,5.26,4.971,5.113,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40316539,174260175,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,697,331,7095.3633,5485.9741,31007.6172,0.24846,0.18518,0.95077,0.19043,0.15541,0.96932,31.86,-20.14,-34.98,-32.53,-20.32,-33.36,5.278,4.943,5.121,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40326531,174270167,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,696,334,7114.4043,5412.9922,31003.0313,0.22856,0.18704,0.95539,0.21186,0.14928,0.96583,31.94,-20.38,-34.99,-32.67,-20.2,-33.26,5.243,4.965,5.112,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40336523,174280159,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,695,336,7147.0337,5363.4224,30991.0098,0.25031,0.18025,0.95124,0.19214,0.15304,0.96936,31.88,-20.12,-35.03,-32.53,-20.33,-33.36,5.277,4.947,5.112,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40346512,174290148,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,694,337,7159.0728,5331.1768,30980.4023,0.23038,0.185,0.95535,0.21315,0.14651,0.96597,31.95,-20.38,-35.01,-32.67,-20.21,-33.26,5.244,4.965,5.105,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
40356503,174300139,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,694,338,7157.0366,5295.7012,30973.3867,0.2516,0.17778,0.95136,0.19182,0.15157,0.96966,31.89,-20.11,-35.05,-32.53,-20.33,-33.37,5.286,4.941,5.112,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,85,695,338,
