gidx,timestamp,pupil_center_left_x,pupil_center_left_y,pupil_center_left_z,pupil_center_right_x,pupil_center_right_y,pupil_center_right_z,pupil_diameter_left,pupil_diameter_right,gaze_direction_left_x,gaze_direction_left_y,gaze_direction_left_z,gaze_direction_right_x,gaze_direction_right_y,gaze_direction_right_z,gaze_position_x,gaze_position_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
4917,156040776,31.09,-20.4,-34.89,-33.62,-20.64,-33.05,5.25,4.85,0.0061,0.1462,0.9892,-0.0087,0.1461,0.9892,0.5,0.3601,-2.78,147.91,1105.86,Fixation,140.0,56.0,965.0,396.0
4918,156050767,31.13,-20.24,-34.8,-33.45,-20.85,-32.99,5.22,4.87,0.0221,0.1358,0.9905,-0.0247,0.1516,0.9881,0.4998,0.3628,-2.65,145.13,1106.56,Fixation,140.0,56.0,965.0,396.0
4919,156060754,31.11,-20.47,-34.79,-33.63,-20.65,-33.03,5.2,4.83,0.0039,0.1315,0.9913,-0.0089,0.1412,0.9899,0.5005,0.3711,-4.14,136.6,1108.06,Fixation,140.0,56.0,965.0,396.0
4920,156070749,31.13,-20.28,-34.73,-33.45,-20.84,-33.01,5.19,4.85,0.0206,0.1274,0.9916,-0.027,0.1459,0.9889,0.5009,0.3708,-4.83,137.02,1108.25,Fixation,140.0,56.0,965.0,396.0
4921,156080740,31.12,-20.5,-34.73,-33.63,-20.64,-33.04,5.2,4.83,0.0026,0.13,0.9915,-0.0101,0.1428,0.9897,0.5013,0.3711,-5.59,136.78,1108.53,Fixation,140.0,56.0,965.0,396.0
4922,156090736,31.17,-20.26,-34.8,-33.44,-20.85,-32.99,5.17,4.83,0.0178,0.1257,0.9919,-0.027,0.1468,0.9888,0.5017,0.3712,-6.41,136.65,1108.79,Fixation,140.0,56.0,965.0,396.0
4923,156100722,31.13,-20.48,-34.78,-33.62,-20.64,-33.04,5.2,4.83,0.0013,0.1296,0.9916,-0.0109,0.1442,0.9895,0.5019,0.3706,-6.79,137.35,1108.94,Fixation,140.0,56.0,965.0,396.0
4924,156110744,31.17,-20.26,-34.81,-33.43,-20.87,-32.95,5.18,4.83,0.0179,0.1273,0.9917,-0.028,0.1476,0.9886,0.502,0.3699,-6.95,138.12,1109.1,Fixation,140.0,56.0,965.0,396.0
4925,156120739,31.13,-20.5,-34.76,-33.62,-20.66,-33.02,5.21,4.83,0.001,0.1348,0.9909,-0.011,0.1442,0.9895,0.5021,0.3677,-7.01,140.44,1109.05,Fixation,140.0,56.0,965.0,396.0
4926,156130731,31.17,-20.26,-34.8,-33.42,-20.89,-32.92,5.2,4.81,0.0202,0.1346,0.9907,-0.0271,0.1489,0.9885,0.5011,0.3651,-5.08,143.14,1109.08,Fixation,140.0,56.0,965.0,396.0
4927,156140721,31.13,-20.5,-34.75,-33.62,-20.65,-33.01,5.23,4.83,-0.004,0.1387,0.9903,-0.0166,0.1449,0.9893,0.5054,0.3653,-13.09,143.13,1108.98,Fixation,140.0,56.0,965.0,396.0
4928,156150712,31.16,-20.25,-34.83,-33.37,-20.85,-32.92,5.17,4.4,0.0233,0.1332,0.9908,-0.0832,0.1446,0.986,0.5174,0.3689,-35.73,139.95,1108.59,Fixation,140.0,56.0,965.0,396.0
4929,156160704,31.13,-20.48,-34.8,-33.58,-20.55,-33.15,5.21,4.73,-0.0074,0.1201,0.9927,-0.0379,0.1315,0.9906,0.5127,0.3834,-27.32,124.63,1110.17,Saccade,40.0,85.0,,
4930,156170699,31.15,-20.08,-35.02,-33.48,-20.55,-33.45,4.9,4.59,0.0255,0.0426,0.9988,-0.0313,0.0995,0.9945,0.4995,0.4427,-4.57,61.66,1116.71,Saccade,40.0,85.0,,
4931,156180684,31.09,-20.2,-35.12,-33.62,-20.16,-33.66,5.0,4.68,0.0007,-0.025,0.9997,0.0063,0.0668,0.9977,0.495,0.5087,1.16,-5.21,681.36,Saccade,40.0,85.0,,
4932,156190680,31.14,-19.82,-35.28,-33.56,-20.26,-33.74,4.71,4.45,-0.0035,-0.0234,0.9997,-0.0081,-0.0041,1.0,0.4996,0.5282,-11.26,-44.02,1700.19,Saccade,40.0,85.0,,
4933,156200670,31.07,-20.03,-35.25,-33.68,-19.93,-33.89,4.85,4.52,-0.0182,-0.0427,0.9989,-0.0075,-0.0346,0.9994,0.5033,0.5479,-50.47,-167.61,3784.75,Unclassified,40.0,34.0,,
4934,156210693,31.12,-19.73,-35.3,-33.62,-20.13,-33.88,4.72,4.25,-0.0051,-0.05,0.9987,-0.0251,-0.0372,0.999,0.5045,0.5523,-69.8,-217.8,4498.55,Unclassified,40.0,34.0,,
4936,156230644,31.1,-19.68,-35.28,-33.59,-20.19,-33.87,4.8,4.22,-0.0071,-0.0254,0.9997,-0.0447,-0.0281,0.9986,0.5113,0.5361,-92.9,-114.44,3497.91,Unclassified,40.0,34.0,,
4937,156240639,31.05,-19.92,-35.24,-33.7,-19.89,-33.93,4.91,4.57,-0.0333,-0.0364,0.9988,-0.0304,-0.0248,0.9992,0.5154,0.5515,-42.49,-59.27,1258.54,Saccade,20.0,86.0,,
4938,156250662,31.09,-19.68,-35.27,-33.62,-20.11,-33.88,4.85,4.39,0.0062,0.0874,0.9962,-0.0655,0.1841,0.9807,0.5215,0.4365,-8.63,13.13,210.97,Saccade,20.0,86.0,,
4939,156260647,31.04,-19.92,-35.25,-33.69,-19.89,-33.92,4.95,4.68,-0.0328,0.0167,0.9993,-0.0194,0.0441,0.9988,0.5133,0.4918,-25.5,8.31,889.77,Unclassified,10.0,35.0,,
4940,156270643,31.09,-19.69,-35.28,-33.62,-20.12,-33.88,4.91,4.47,-0.0133,0.0298,0.9995,-0.0387,0.0584,0.9975,0.5134,0.4753,-27.21,24.03,962.15,Saccade,40.0,87.0,,
4941,156280634,31.04,-19.94,-35.24,-33.73,-20.05,-33.53,5.02,4.73,-0.0274,0.0584,0.9979,-0.0278,0.1441,0.9892,0.5156,0.4132,-27.86,77.28,919.21,Saccade,40.0,87.0,,
4942,156290630,31.06,-19.77,-34.98,-33.41,-20.44,-33.09,5.07,4.76,-0.0094,0.1515,0.9884,-0.045,0.2215,0.9741,0.517,0.3175,-27.23,158.83,907.81,Saccade,40.0,87.0,,
4943,156300615,31.08,-20.12,-34.83,-33.65,-20.17,-33.22,5.41,4.89,-0.0251,0.249,0.9682,-0.0279,0.2247,0.974,0.5178,0.2587,-26.7,207.06,897.5,Saccade,40.0,87.0,,
4944,156310608,31.08,-19.84,-34.83,-33.49,-20.42,-33.09,5.28,4.98,-0.0036,0.2353,0.9719,-0.0435,0.2617,0.9642,0.5162,0.2447,-23.83,218.31,895.21,Fixation,1809.0,57.0,1021.0,267.0
4945,156320603,31.08,-20.15,-34.73,-33.68,-20.17,-33.21,5.41,4.96,-0.0155,0.2625,0.9648,-0.0252,0.238,0.9709,0.5142,0.2425,-20.86,220.11,895.11,Fixation,1809.0,57.0,1021.0,267.0
4946,156330625,31.08,-19.85,-34.78,-33.43,-20.48,-32.99,5.33,4.9,0.0029,0.2498,0.9683,-0.043,0.2561,0.9657,0.514,0.2393,-20.38,222.71,894.82,Fixation,1809.0,57.0,1021.0,267.0
4947,156340615,31.09,-20.15,-34.72,-33.66,-20.2,-33.15,5.42,4.94,-0.018,0.2729,0.9619,-0.0224,0.2386,0.9709,0.5142,0.2359,-20.71,225.53,894.44,Fixation,1809.0,57.0,1021.0,267.0
4948,156350606,31.08,-19.84,-34.78,-33.42,-20.51,-32.94,5.34,4.89,0.0013,0.2573,0.9663,-0.0419,0.2585,0.9651,0.5143,0.2333,-20.66,227.62,894.27,Fixation,1809.0,57.0,1021.0,267.0
4949,156360598,31.1,-20.2,-34.59,-33.66,-20.22,-33.12,5.4,4.95,-0.02,0.2809,0.9595,-0.0214,0.2427,0.9699,0.5147,0.2285,-21.19,231.55,893.57,Fixation,1809.0,57.0,1021.0,267.0
4950,156370594,31.09,-19.86,-34.72,-33.47,-20.5,-32.97,5.32,4.92,-0.0007,0.2602,0.9656,-0.0401,0.2665,0.963,0.5144,0.2267,-20.76,233.06,893.6,Fixation,1809.0,57.0,1021.0,267.0
4951,156380579,31.1,-20.21,-34.57,-33.69,-20.23,-33.11,5.38,4.96,-0.02,0.2788,0.9601,-0.0185,0.2504,0.968,0.5139,0.2251,-19.85,234.41,893.69,Fixation,1809.0,57.0,1021.0,267.0
4952,156390575,31.08,-19.86,-34.7,-33.48,-20.51,-32.94,5.34,4.96,-0.0003,0.2656,0.9641,-0.0382,0.2742,0.9609,0.5139,0.2187,-19.73,239.56,892.69,Fixation,1809.0,57.0,1021.0,267.0
4953,156400565,31.09,-20.21,-34.55,-33.71,-20.25,-33.09,5.41,4.96,-0.0208,0.2901,0.9568,-0.0194,0.2568,0.9663,0.5146,0.2143,-20.7,243.12,892.07,Fixation,1809.0,57.0,1021.0,267.0
4954,156410559,31.07,-19.86,-34.68,-33.46,-20.56,-32.86,5.35,4.92,-0.001,0.273,0.962,-0.0412,0.2796,0.9592,0.5152,0.2109,-21.51,245.91,891.65,Fixation,1809.0,57.0,1021.0,267.0
4955,156420548,31.09,-20.22,-34.53,-33.71,-20.28,-33.05,5.43,4.94,-0.0215,0.295,0.9553,-0.02,0.2608,0.9652,0.5152,0.2089,-21.37,247.61,891.57,Fixation,1809.0,57.0,1021.0,267.0
4956,156430539,31.06,-19.87,-34.66,-33.48,-20.57,-32.84,5.34,4.92,-0.0044,0.2744,0.9616,-0.038,0.2854,0.9576,0.5154,0.2065,-21.65,249.6,891.4,Fixation,1809.0,57.0,1021.0,267.0
4957,156440534,31.08,-20.22,-34.52,-33.73,-20.29,-33.03,5.43,4.94,-0.0225,0.2989,0.954,-0.0201,0.2641,0.9643,0.5156,0.2044,-21.86,251.29,891.32,Fixation,1809.0,57.0,1021.0,267.0
4958,156450526,31.05,-19.88,-34.63,-33.49,-20.58,-32.82,5.35,4.9,-0.0053,0.2804,0.9599,-0.0369,0.2849,0.9578,0.5154,0.2031,-21.54,252.44,891.42,Fixation,1809.0,57.0,1021.0,267.0
4959,156460542,31.07,-20.23,-34.5,-33.73,-20.3,-33.01,5.44,4.92,-0.023,0.3013,0.9533,-0.0191,0.2656,0.9639,0.5155,0.202,-21.67,253.38,891.57,Fixation,1809.0,57.0,1021.0,267.0
4960,156470537,31.03,-19.89,-34.61,-33.49,-20.59,-32.81,5.36,4.9,-0.0068,0.2829,0.9591,-0.0381,0.288,0.9569,0.5163,0.1997,-22.88,255.34,891.36,Fixation,1809.0,57.0,1021.0,267.0
4961,156480529,31.06,-20.24,-34.47,-33.74,-20.31,-33.01,5.45,4.93,-0.0245,0.3076,0.9512,-0.0223,0.2668,0.9635,0.5171,0.1974,-24.0,257.25,891.15,Fixation,1809.0,57.0,1021.0,267.0
4962,156490525,31.02,-19.9,-34.59,-33.5,-20.6,-32.81,5.37,4.88,-0.0084,0.2882,0.9575,-0.0398,0.2859,0.9574,0.5175,0.1978,-24.52,257.06,891.59,Fixation,1809.0,57.0,1021.0,267.0
4963,156500510,31.05,-20.25,-34.46,-33.74,-20.32,-33.0,5.45,4.92,-0.0266,0.307,0.9513,-0.0221,0.2648,0.964,0.5177,0.1991,-24.89,256.18,892.24,Fixation,1809.0,57.0,1021.0,267.0
4964,156510502,31.01,-19.92,-34.57,-33.5,-20.61,-32.8,5.36,4.88,-0.0111,0.2876,0.9577,-0.0394,0.2859,0.9575,0.5182,0.1982,-25.64,257.0,892.36,Fixation,1809.0,57.0,1021.0,267.0
4965,156520498,31.04,-20.26,-34.45,-33.75,-20.33,-33.0,5.45,4.94,-0.0276,0.3094,0.9505,-0.023,0.2665,0.9636,0.5184,0.1965,-25.85,258.41,892.3,Fixation,1809.0,57.0,1021.0,267.0
4966,156530490,31.01,-19.92,-34.56,-33.5,-20.63,-32.79,5.37,4.87,-0.011,0.2903,0.9569,-0.0393,0.2837,0.9581,0.5181,0.1978,-25.57,257.46,893.0,Fixation,1809.0,57.0,1021.0,267.0
4967,156540479,31.04,-20.27,-34.44,-33.75,-20.34,-32.99,5.44,4.92,-0.0277,0.3051,0.9519,-0.0239,0.2655,0.9638,0.5186,0.1998,-26.38,256.03,893.84,Fixation,1809.0,57.0,1021.0,267.0
4968,156550470,31.0,-19.94,-34.54,-33.5,-20.64,-32.78,5.36,4.88,-0.0122,0.2864,0.958,-0.0417,0.2854,0.9575,0.5193,0.1993,-27.33,256.57,894.03,Fixation,1809.0,57.0,1021.0,267.0
4969,156560462,31.03,-20.28,-34.43,-33.75,-20.36,-32.99,5.45,4.93,-0.0283,0.3083,0.9509,-0.0258,0.2653,0.9638,0.5195,0.198,-27.61,257.66,894.07,Fixation,1809.0,57.0,1021.0,267.0
4970,156570458,30.99,-19.97,-34.52,-33.5,-20.66,-32.77,5.35,4.87,-0.011,0.2886,0.9574,-0.0411,0.2842,0.9579,0.5187,0.1987,-26.48,257.25,894.62,Fixation,1809.0,57.0,1021.0,267.0
4971,156580474,31.02,-20.29,-34.43,-33.75,-20.36,-32.99,5.44,4.92,-0.0282,0.3041,0.9522,-0.0271,0.2645,0.964,0.5197,0.2008,-29.1,264.48,926.09,Fixation,1809.0,57.0,1021.0,267.0
4972,156590470,30.85,-20.05,-34.44,-33.51,-20.68,-32.76,5.31,4.86,-0.0281,0.2859,0.9578,-0.0468,0.277,0.9597,0.526,0.206,-35.25,234.85,835.93,Fixation,1809.0,57.0,1021.0,267.0
4973,156600461,30.85,-20.34,-34.38,-33.86,-20.39,-33.01,5.44,4.93,-0.0579,0.2988,0.9526,-0.0454,0.2571,0.9653,0.5386,0.2306,-21.25,85.82,332.25,Fixation,1809.0,57.0,1021.0,267.0
4974,156610453,30.78,-20.06,-34.43,-33.59,-20.73,-32.75,5.32,4.87,-0.047,0.2909,0.9556,-0.0831,0.2698,0.9593,0.5508,0.2479,-17.96,51.17,210.98,Fixation,1809.0,57.0,1021.0,267.0
4975,156620442,30.82,-20.35,-34.38,-33.88,-20.41,-33.0,5.4,4.91,-0.0647,0.2982,0.9523,-0.0548,0.2545,0.9655,0.5465,0.2465,-18.44,57.74,236.99,Fixation,1809.0,57.0,1021.0,267.0
4976,156630432,30.76,-20.07,-34.43,-33.6,-20.74,-32.73,5.32,4.86,-0.0436,0.286,0.9572,-0.0783,0.2687,0.96,0.547,0.2467,-18.38,56.91,233.79,Fixation,1809.0,57.0,1021.0,267.0
4977,156640429,30.81,-20.35,-34.38,-33.89,-20.43,-32.99,5.43,4.9,-0.0645,0.3032,0.9507,-0.0565,0.2522,0.966,0.547,0.2448,-18.74,58.49,238.43,Fixation,1809.0,57.0,1021.0,267.0
4978,156650420,30.76,-20.07,-34.44,-33.6,-20.75,-32.72,5.32,4.86,-0.0441,0.2881,0.9566,-0.0794,0.2699,0.9596,0.5474,0.2433,-19.02,59.23,240.04,Fixation,1809.0,57.0,1021.0,267.0
4979,156660406,30.81,-20.36,-34.38,-33.89,-20.43,-32.98,5.44,4.91,-0.0656,0.3051,0.9501,-0.057,0.2524,0.9659,0.5475,0.2426,-19.18,59.79,241.71,Fixation,1809.0,57.0,1021.0,267.0
4980,156670402,30.76,-20.07,-34.44,-33.6,-20.75,-32.72,5.33,4.86,-0.044,0.2885,0.9565,-0.0796,0.2704,0.9594,0.5474,0.242,-19.26,60.33,243.36,Fixation,1809.0,57.0,1021.0,267.0
4981,156680423,30.81,-20.36,-34.38,-33.9,-20.44,-32.97,5.47,4.91,-0.0663,0.3085,0.9489,-0.057,0.2512,0.9662,0.5477,0.2405,-19.51,61.07,244.92,Fixation,1809.0,57.0,1021.0,267.0
4982,156690419,30.76,-20.07,-34.44,-33.61,-20.76,-32.71,5.33,4.87,-0.0451,0.2884,0.9565,-0.0803,0.272,0.9589,0.548,0.2405,-19.74,61.5,246.58,Fixation,1809.0,57.0,1021.0,267.0
4983,156700373,30.81,-20.36,-34.38,-33.9,-20.44,-32.96,5.46,4.9,-0.0667,0.3042,0.9503,-0.0564,0.2504,0.9665,0.5474,0.2434,-19.69,61.27,248.44,Fixation,1809.0,57.0,1021.0,267.0
4984,156710397,30.77,-20.06,-34.46,-33.6,-20.77,-32.7,5.33,4.85,-0.0447,0.2866,0.957,-0.0791,0.2687,0.96,0.5472,0.2433,-19.7,61.7,250.07,Fixation,1809.0,57.0,1021.0,267.0
4985,156720391,30.82,-20.36,-34.39,-33.9,-20.45,-32.96,5.49,4.9,-0.0678,0.3087,0.9487,-0.0559,0.2481,0.9671,0.5476,0.2413,-19.99,62.54,251.54,Fixation,1809.0,57.0,1021.0,267.0
4986,156730384,30.78,-20.06,-34.46,-33.6,-20.77,-32.69,5.34,4.84,-0.047,0.2878,0.9565,-0.0788,0.2681,0.9602,0.5478,0.2423,-20.21,62.71,253.22,Fixation,1809.0,57.0,1021.0,267.0
4987,156740373,30.82,-20.36,-34.39,-33.9,-20.45,-32.96,5.47,4.9,-0.0684,0.3039,0.9502,-0.0556,0.2477,0.9672,0.5475,0.2442,-20.23,62.68,254.96,Fixation,1809.0,57.0,1021.0,267.0
4988,156750363,30.78,-20.07,-34.45,-33.61,-20.77,-32.7,5.34,4.84,-0.0466,0.285,0.9574,-0.0777,0.2663,0.9608,0.5471,0.2449,-20.19,62.92,256.61,Fixation,1809.0,57.0,1021.0,267.0
4989,156760356,30.82,-20.36,-34.39,-33.9,-20.45,-32.96,5.48,4.9,-0.0683,0.3048,0.95,-0.0551,0.2475,0.9673,0.5472,0.2432,-20.33,63.68,258.09,Fixation,1809.0,57.0,1021.0,267.0
4990,156770353,30.78,-20.07,-34.45,-33.61,-20.76,-32.71,5.34,4.85,-0.047,0.2861,0.957,-0.0778,0.2664,0.9607,0.5472,0.2434,-20.48,64.03,259.69,Fixation,1809.0,57.0,1021.0,267.0
4991,156780337,30.82,-20.36,-34.39,-33.9,-20.45,-32.96,5.44,4.9,-0.0663,0.2993,0.9518,-0.057,0.2503,0.9665,0.547,0.2446,-20.54,64.16,261.37,Fixation,1809.0,57.0,1021.0,267.0
4992,156790334,30.78,-20.07,-34.45,-33.61,-20.76,-32.71,5.33,4.85,-0.0455,0.2854,0.9573,-0.0785,0.2677,0.9603,0.5468,0.2425,-20.55,65.03,262.8,Fixation,1809.0,57.0,1021.0,267.0
4993,156800323,30.82,-20.36,-34.4,-33.9,-20.45,-32.96,5.47,4.9,-0.0649,0.3039,0.9505,-0.0584,0.2516,0.9661,0.547,0.2401,-20.73,65.97,264.2,Fixation,1809.0,57.0,1021.0,267.0
4994,156810316,30.77,-20.08,-34.43,-33.62,-20.75,-32.73,5.33,4.86,-0.0458,0.287,0.9568,-0.0791,0.2687,0.96,0.5471,0.2404,-20.91,66.31,265.77,Fixation,1809.0,57.0,1021.0,267.0
4995,156820306,30.81,-20.36,-34.39,-33.9,-20.45,-32.96,5.45,4.91,-0.0648,0.3008,0.9515,-0.0587,0.2525,0.9658,0.547,0.2411,-20.96,66.51,267.38,Fixation,1809.0,57.0,1021.0,267.0
4996,156830327,30.77,-20.08,-34.43,-33.62,-20.75,-32.73,5.32,4.87,-0.0446,0.2866,0.957,-0.079,0.2692,0.9598,0.5466,0.2397,-20.9,67.22,268.83,Fixation,1809.0,57.0,1021.0,267.0
4997,156840322,30.81,-20.36,-34.4,-33.9,-20.45,-32.96,5.47,4.91,-0.0643,0.3058,0.9499,-0.0589,0.2524,0.9658,0.5469,0.2374,-21.11,68.17,270.18,Fixation,1809.0,57.0,1021.0,267.0
4998,156850316,30.76,-20.08,-34.44,-33.62,-20.75,-32.73,5.32,4.87,-0.0453,0.2883,0.9565,-0.0788,0.2705,0.9595,0.5468,0.2373,-21.17,68.56,271.7,Fixation,1809.0,57.0,1021.0,267.0
4999,156860300,30.81,-20.35,-34.41,-33.9,-20.45,-32.96,5.45,4.91,-0.0627,0.3028,0.951,-0.0592,0.2522,0.9659,0.5463,0.239,-21.1,68.54,273.35,Fixation,1809.0,57.0,1021.0,267.0
5000,156870296,30.77,-20.08,-34.44,-33.62,-20.75,-32.74,5.32,4.87,-0.044,0.2868,0.957,-0.0786,0.2701,0.9596,0.5461,0.2381,-21.12,69.12,274.78,Fixation,1809.0,57.0,1021.0,267.0
5001,156880287,30.81,-20.35,-34.41,-33.9,-20.45,-32.96,5.48,4.91,-0.0638,0.3088,0.949,-0.0583,0.2493,0.9667,0.5464,0.2364,-21.33,69.92,276.11,Fixation,1809.0,57.0,1021.0,267.0
5002,156890284,30.77,-20.08,-34.44,-33.62,-20.74,-32.74,5.32,4.87,-0.0448,0.2871,0.9569,-0.0776,0.2693,0.9599,0.5459,0.238,-21.26,69.89,277.72,Fixation,1809.0,57.0,1021.0,267.0
5003,156900268,30.81,-20.35,-34.41,-33.89,-20.45,-32.96,5.45,4.91,-0.0625,0.3044,0.9505,-0.0567,0.2483,0.967,0.5452,0.2396,-21.04,69.87,279.33,Fixation,1809.0,57.0,1021.0,267.0
5004,156910260,30.77,-20.08,-34.44,-33.62,-20.74,-32.75,5.31,4.86,-0.0436,0.2845,0.9577,-0.0775,0.2688,0.9601,0.5454,0.2396,-21.24,70.23,280.78,Fixation,1809.0,57.0,1021.0,267.0
5005,156920255,30.81,-20.36,-34.41,-33.89,-20.46,-32.95,5.46,4.89,-0.0629,0.3069,0.9497,-0.0595,0.2461,0.9674,0.5462,0.239,-21.73,70.74,282.15,Fixation,1809.0,57.0,1021.0,267.0
5006,156930248,30.77,-20.09,-34.45,-33.62,-20.75,-32.74,5.3,4.86,-0.0447,0.2835,0.9579,-0.08,0.2683,0.96,0.5465,0.2402,-22.02,70.8,283.67,Fixation,1809.0,57.0,1021.0,267.0
5007,156940237,30.81,-20.37,-34.4,-33.89,-20.46,-32.95,5.43,4.87,-0.063,0.3011,0.9515,-0.0606,0.2466,0.9672,0.5464,0.2422,-22.12,70.67,285.26,Fixation,1809.0,57.0,1021.0,267.0
5008,156950228,30.77,-20.1,-34.45,-33.62,-20.75,-32.75,5.29,4.85,-0.0444,0.28,0.959,-0.081,0.2665,0.9604,0.5466,0.2433,-22.33,70.73,286.77,Fixation,1809.0,57.0,1021.0,267.0
5009,156960249,30.81,-20.38,-34.4,-33.89,-20.46,-32.95,5.41,4.88,-0.0635,0.2965,0.9529,-0.0617,0.2465,0.9672,0.5468,0.2449,-22.55,70.69,288.32,Fixation,1809.0,57.0,1021.0,267.0
5010,156970246,30.77,-20.1,-34.45,-33.62,-20.75,-32.75,5.26,4.84,-0.0449,0.2754,0.9603,-0.0812,0.2634,0.9613,0.5467,0.2479,-22.64,70.27,289.98,Fixation,1809.0,57.0,1021.0,267.0
5011,156980232,30.81,-20.39,-34.4,-33.89,-20.46,-32.96,5.36,4.86,-0.0633,0.2882,0.9555,-0.0616,0.246,0.9673,0.5465,0.2503,-22.7,69.99,291.6,Fixation,1809.0,57.0,1021.0,267.0
5012,156990227,30.77,-20.11,-34.45,-33.62,-20.75,-32.75,5.23,4.82,-0.0454,0.2713,0.9614,-0.0809,0.2606,0.9621,0.5465,0.2521,-22.85,69.88,293.17,Fixation,1809.0,57.0,1021.0,267.0
5013,157000216,30.81,-20.39,-34.4,-33.89,-20.46,-32.96,5.34,4.86,-0.064,0.2843,0.9566,-0.0623,0.2453,0.9675,0.5468,0.253,-23.12,69.98,294.66,Fixation,1809.0,57.0,1021.0,267.0
5014,157010214,30.77,-20.11,-34.46,-33.63,-20.75,-32.76,5.22,4.82,-0.0459,0.2694,0.9619,-0.0806,0.2595,0.9624,0.5465,0.2536,-23.07,70.17,296.15,Fixation,1809.0,57.0,1021.0,267.0
5015,157020200,30.81,-20.39,-34.4,-33.9,-20.45,-32.98,5.31,4.86,-0.0629,0.2808,0.9577,-0.0592,0.2445,0.9678,0.5452,0.2553,-22.58,70.03,297.74,Fixation,1809.0,57.0,1021.0,267.0
5016,157030191,30.77,-20.11,-34.46,-33.63,-20.74,-32.77,5.2,4.8,-0.0455,0.267,0.9626,-0.0765,0.2561,0.9636,0.5447,0.2569,-22.48,69.94,299.3,Fixation,1809.0,57.0,1021.0,267.0
5017,157040187,30.81,-20.39,-34.41,-33.9,-20.44,-32.99,5.3,4.84,-0.0624,0.2787,0.9583,-0.058,0.2411,0.9688,0.5444,0.2584,-22.45,69.87,300.84,Fixation,1809.0,57.0,1021.0,267.0
5018,157050178,30.77,-20.11,-34.46,-33.63,-20.74,-32.77,5.19,4.78,-0.0464,0.2665,0.9627,-0.0748,0.2536,0.9644,0.5444,0.2585,-22.52,70.17,302.26,Fixation,1809.0,57.0,1021.0,267.0
5019,157060167,30.81,-20.39,-34.41,-33.9,-20.44,-32.99,5.3,4.82,-0.064,0.2816,0.9574,-0.0571,0.2393,0.9693,0.5447,0.2573,-22.76,70.82,303.56,Fixation,1809.0,57.0,1021.0,267.0
5020,157070189,30.77,-20.1,-34.47,-33.63,-20.74,-32.77,5.19,4.77,-0.0488,0.2683,0.9621,-0.0741,0.2536,0.9645,0.545,0.257,-23.01,71.24,304.92,Fixation,1809.0,57.0,1021.0,267.0
5021,157080181,30.8,-20.38,-34.41,-33.9,-20.44,-32.99,5.3,4.81,-0.0645,0.2826,0.9571,-0.0575,0.2377,0.9696,0.5449,0.2574,-23.11,71.45,306.34,Fixation,1809.0,57.0,1021.0,267.0
5022,157090177,30.76,-20.1,-34.47,-33.63,-20.74,-32.77,5.19,4.76,-0.0488,0.2688,0.962,-0.0744,0.2521,0.9648,0.545,0.2573,-23.24,71.8,307.7,Fixation,1809.0,57.0,1021.0,267.0
5023,157100162,30.8,-20.38,-34.42,-33.9,-20.44,-32.99,5.3,4.8,-0.066,0.2846,0.9564,-0.0583,0.2359,0.97,0.5457,0.2569,-23.69,72.23,309.0,Fixation,1809.0,57.0,1021.0,267.0
5024,157110158,30.76,-20.09,-34.47,-33.66,-20.71,-32.82,5.19,4.75,-0.0503,0.2683,0.962,-0.0762,0.25,0.9652,0.546,0.2585,-24.0,72.1,310.45,Fixation,1809.0,57.0,1021.0,267.0
5025,157120149,30.8,-20.38,-34.42,-33.91,-20.43,-33.02,5.28,4.8,-0.0665,0.2822,0.9571,-0.0594,0.2347,0.9703,0.5461,0.2589,-24.15,72.31,311.83,Fixation,1809.0,57.0,1021.0,267.0
5026,157130142,30.75,-20.09,-34.47,-33.66,-20.71,-32.82,5.18,4.75,-0.0499,0.2676,0.9622,-0.0777,0.2507,0.9649,0.5464,0.2582,-24.38,72.83,313.11,Fixation,1809.0,57.0,1021.0,267.0
5027,157140130,30.79,-20.37,-34.42,-33.92,-20.43,-33.02,5.27,4.8,-0.0674,0.2819,0.9571,-0.0609,0.2367,0.9697,0.5469,0.2575,-24.76,73.34,314.38,Fixation,1809.0,57.0,1021.0,267.0
5028,157150121,30.75,-20.09,-34.47,-33.69,-20.68,-32.88,5.17,4.76,-0.0504,0.2668,0.9624,-0.0806,0.2508,0.9647,0.5475,0.2582,-25.18,73.43,315.74,Fixation,1809.0,57.0,1021.0,267.0
5029,157160117,30.79,-20.37,-34.42,-33.93,-20.41,-33.05,5.25,4.79,-0.0659,0.2795,0.9579,-0.0643,0.2345,0.97,0.5474,0.2601,-25.3,73.21,317.21,Fixation,1809.0,57.0,1021.0,267.0
5030,157170111,30.75,-20.08,-34.47,-33.69,-20.68,-32.88,5.16,4.75,-0.0492,0.2643,0.9632,-0.0829,0.2495,0.9648,0.5478,0.2604,-25.58,73.43,318.55,Fixation,1809.0,57.0,1021.0,267.0
5031,157180095,30.78,-20.37,-34.42,-33.93,-20.41,-33.05,5.23,4.78,-0.0671,0.2781,0.9582,-0.0657,0.2346,0.9699,0.5483,0.2606,-25.95,73.69,319.86,Fixation,1809.0,57.0,1021.0,267.0
